OOIBARCODE,Manufacturer,Manufacturer's Serial No./Other Identifier,Tag Date,Organization,Tag
,World-link Communications ,80619065,20121214,,
,World-link Communications ,80611559,20121214,,
,World-link Communications ,80622247,20121214,,
,World-link Communications ,80668836,20121214,,
,World-link Communications ,80611560,20121214,,
,World-link Communications ,80622242,20121214,,
,World-link Communications ,80622239,20121214,,
,World-link Communications ,80669605,20121214,,
,World-link Communications ,80620419,20121214,,
,World-link Communications ,80622243,20121214,,
,World-link Communications ,80618243,20121214,,
,World-link Communications ,80620421,20121214,,
,World-link Communications ,80618153,20121214,,
,World-link Communications ,80668215,20121214,,
,World-link Communications ,80620429,20121214,,
,World-link Communications ,80620418,20121214,,
,World-link Communications ,80620417,20121214,,
,World-link Communications ,80656780,20121214,,
,World-link Communications ,80669600,20121214,,
,World-link Communications ,80620258,20121214,,
,World-link Communications ,80670075,20121214,,
,World-link Communications ,80620261,20121214,,
,World-link Communications ,80620264,20121214,,
,World-link Communications ,80620263,20121214,,
,World-link Communications ,80620146,20121214,,
,World-link Communications ,80668565,20121214,,
,World-link Communications ,80670063,20121214,,
,World-link Communications ,80620257,20121214,,
,World-link Communications ,80620262,20121214,,
,World-link Communications ,80668584,20121214,,
,World-link Communications ,80620253,20121214,,
,World-link Communications ,80620260,20121214,,
,World-link Communications ,80620116,20121214,,
,World-link Communications ,80620114,20121214,,
,World-link Communications ,80670089,20121214,,
,World-link Communications ,80620265,20121214,,
,World-link Communications ,80620117,20121214,,
,World-link Communications ,80620115,20121214,,
,World-link Communications ,80620259,20121214,,
,JouBeh,SN001,20130213,,
,JouBeh,SN002,20130213,,
,JouBeh,SN003,20130213,,
,JouBeh,SN004,20130213,,
,JouBeh,SN005,20130213,,
,JouBeh,SN006,20130213,,
,JouBeh,SN007,20130213,,
,JouBeh,SN008,20130213,,
,JouBeh,SN009,20130213,,
,JouBeh,SN010,20130213,,
,JouBeh,SN011,20130213,,
,JouBeh,SN012,20130213,,
,JouBeh,SN013,20130213,,
,JouBeh,SN014,20130213,,
,JouBeh,SN015,20130213,,
,JouBeh,SN016,20130213,,
,JouBeh,SN017,20130213,,
,JouBeh,SN018,20130213,,
,JouBeh,SN019,20130213,,
,JouBeh,SN020,20130213,,
,JouBeh,SN021,20130213,,
,JouBeh,SN022,20130213,,
,JouBeh,SN023,20130213,,
,JouBeh,SN024,20130213,,
,JouBeh,SN025,20130213,,
,JouBeh,SN026,20130213,,
,JouBeh,SN035,20130213,,
,JouBeh,SN036,20130213,,
,JouBeh,SN031,20130213,,
,JouBeh,SN032,20130213,,
,JouBeh,SN028,20130213,,
,JouBeh,SN027,20130213,,
,JouBeh,SN030,20130213,,
,JouBeh,SN029,20130213,,
,JouBeh,,20130213,,
,JouBeh,,20130213,,
,JouBeh,,20130213,,
,National Research Corp.,SN001,20130207,,
,National Research Corp.,SN002,20130207,,
,National Research Corp.,SN003,20130207,,
,National Research Corp.,SN004,20130207,,
,National Research Corp.,SN005,20130207,,
,National Research Corp.,SN006,20130207,,
,National Research Corp.,SN007,20130207,,
,National Research Corp.,SN008,20130207,,
,National Research Corp.,SN009,20130207,,
,National Research Corp.,SN010,20130207,,
,National Research Corp.,SN011,20130207,,
,National Research Corp.,SN012,20130207,,
,National Research Corp.,SN013,20130207,,
,National Research Corp.,SN014,20130207,,
,National Research Corp.,SN015,20130207,,
,National Research Corp.,SN016,20130207,,
,National Research Corp.,SN017,20130207,,
,National Research Corp.,SN018,20130207,,
,National Research Corp.,SN019,20130207,,
,National Research Corp.,SN020,20130207,,
,National Research Corp.,SN021,20130207,,
,National Research Corp.,SN022,20130207,,
,National Research Corp.,SN023,20130207,,
,National Research Corp.,SN024,20130207,,
,National Research Corp.,SN025,20130207,,
,National Research Corp.,SN026,20130207,,
,National Research Corp.,SN035,20130207,,
,National Research Corp.,SN036,20130207,,
,National Research Corp.,,20130207,UW,N/A
,National Research Corp.,,20130207,UW,N/A
,National Research Corp.,SN027,20130207,UW,N/A
,National Research Corp.,SN028,20130207,UW,N/A
,National Research Corp.,SN029,20130207,UW,N/A
,National Research Corp.,SN030,20130207,UW,N/A
,National Research Corp.,SN031,20130207,UW,N/A
,National Research Corp.,,20130207,UW,N/A
,National Research Corp.,SN032,20130207,UW,N/A
,National Research Corp.,,20130207,UW,N/A
,National Research Corp.,,20130207,UW,N/A
,,SN 014,,UW,N/A
,,SN 013,,UW,N/A
,,SN 036,,UW,N/A
,,SN 035,,UW,N/A
,,SN 034,,UW,N/A
,,SN 025,,UW,1284171
,,SN 018,,UW,N/A
,,SN 017,,UW,N/A
,,SN 030,,UW,N/A
,,SN 031,,UW,N/A
,,SN 029,,UW,N/A
,,SN 028,,UW,N/A
,,SN 027,,UW,N/A
,,SN 026,,UW,N/A
,,SN 015,,UW,N/A
,,SN 006,,UW,N/A
,,SN 013,,UW,N/A
,,SN 012,,UW,N/A
,,SN 017,,UW,N/A
,,SN  026,,UW,N/A
,,SN 018,,UW,N/A
,,SN 016,,UW,N/A
,,SN 024,,UW,N/A
,,SN 023,,UW,N/A
,,SN 022,,UW,N/A
,,SN 014,,UW,N/A
,,SN 005,,UW,N/A
,,GPS SN 014,,UW,N/A
,,GPS SN 013,,UW,N/A
,,GPS SN 018,,UW,N/A
,,GPS SN 036,,UW,N/A
,,GPS SN 035,,UW,N/A
,,GPS SN 026,,UW,1284145
,,GPS SN 019,,UW,N/A
,,GPS SN 017,,UW,N/A
,,GPS SN 031,,UW,N/A
,,GPS SN 032,,UW,N/A
,,GPS SN 030,,UW,N/A
,,GPS SN 029,,UW,N/A
,,GPS SN 028,,UW,N/A
,,GPS SN 027,,UW,1213561
,,GPS SN 015,,UW,1213562
,,GPS SN 006,,UW,N/A
,XEOS Technologies,300234010510850,20110826,UW,N/A
,XEOS Technologies,300234010511850,20110826,UW,N/A
,XEOS Technologies,300234010512850,20110826,UW,N/A
,XEOS Technologies,300234010516940,20110826,UW,N/A
,XEOS Technologies,300234010519840,20110826,UW,N/A
,XEOS Technologies,300234010529920,20110826,UW,N/A
,XEOS Technologies,300234010613440,20110826,UW,N/A
,XEOS Technologies,300234060013540,20121217,UW,N/A
,XEOS Technologies,300234060013550,20121217,UW,N/A
,XEOS Technologies,300234060015550,20121217,UW,N/A
,XEOS Technologies,300234060327670,20121217,UW,N/A
,XEOS Technologies,300234060420370,20121217,UW,N/A
,XEOS Technologies,300234060420870,20121217,UW,N/A
,XEOS Technologies,300234060422880,20121217,UW,N/A
,XEOS Technologies,300234060423870,20121217,UW,N/A
,XEOS Technologies,300234060424880,20130122,UW,N/A
,XEOS Technologies,300234060426880,20130122,UW,N/A
,XEOS Technologies,300234060520210,20130122,UW,N/A
,XEOS Technologies,300234060520300,20130122,UW,N/A
,XEOS Technologies,300234060522290,20130122,UW,N/A
,XEOS Technologies,300234060523210,20130122,UW,N/A
,XEOS Technologies,300234060524230,20130122,UW,N/A
,XEOS Technologies,300234060524290,20130122,UW,N/A
,XEOS Technologies,300234060524310,20130122,UW,N/A
,XEOS Technologies,300234060525300,20130122,UW,N/A
,XEOS Technologies,300234060525900,20130122,UW,N/A
,XEOS Technologies,300234060526540,20130122,UW,N/A
,XEOS Technologies,300234060526800,20130122,UW,N/A
,XEOS Technologies,300234060527170,20130122,UW,N/A
,XEOS Technologies,300234060527240,20130122,UW,N/A
,XEOS Technologies,300234060528290,20130122,UW,N/A
,XEOS Technologies,300234060528950,20130122,UW,N/A
,XEOS Technologies,300234060529220,20130122,UW,N/A
,XEOS Technologies,300234060529280,20130122,UW,N/A
,XEOS Technologies,300234060642350,20130122,UW,N/A
,XEOS Technologies,300234060644440,20130122,UW,1283639
,XEOS Technologies,300234060649470,20130122,UW,N/A
,XEOS Technologies,300234060649500,20130122,UW,N/A
,XEOS Technologies,300034012197230,20110826,UW,N/A
,XEOS Technologies,300034012299970,,UW,N/A
,XEOS Technologies,300034013906090,20110826,UW,N/A
,XEOS Technologies,300234060172910,20131112,UW,N/A
,XEOS Technologies,300234060244230,20130409,UW,N/A
,XEOS Technologies,300234060347410,20130409,UW,N/A
,XEOS Technologies,300234060594600,20131112,UW,N/A
,XEOS Technologies,300234060596830,20131112,UW,N/A
,XEOS Technologies,300234060664910,20131112,UW,N/A
,XEOS Technologies,300234061722730,20131112,UW,N/A
,XEOS Technologies,300234061722760,20131112,UW,1303001
,XEOS Technologies,300234061723430,20131112,UW,N/A
,XEOS Technologies,300234061723810,20131112,UW,N/A
,XEOS Technologies,300234061724690,20131112,UW,N/A
,XEOS Technologies,300234061728810,20131112,UW,N/A
,XEOS Technologies,,20131112,UW,N/A
,XEOS Technologies,172,20110826,UW,1284212
,XEOS Technologies,173,20110826,UW,N/A
,XEOS Technologies,174,20110826,UW,N/A
,XEOS Technologies,175,20110826,UW,N/A
,XEOS Technologies,,20110826,UW,N/A
,XEOS Technologies,260,20130122,UW,N/A
,XEOS Technologies,296,20130122,UW,N/A
,XEOS Technologies,297,20130122,UW,N/A
,XEOS Technologies,298,20130122,UW,N/A
,XEOS Technologies,299,20130122,UW,N/A
,XEOS Technologies,300,20130122,UW,N/A
,XEOS Technologies,301,20130122,UW,N/A
,XEOS Technologies,302,20130122,UW,N/A
,XEOS Technologies,303,20130122,UW,N/A
,XEOS Technologies,307,20130122,UW,N/A
,XEOS Technologies,311,20130122,UW,N/A
,XEOS Technologies,312,20130122,UW,N/A
,XEOS Technologies,317,20130122,UW,N/A
,XEOS Technologies,319,20130122,UW,1284152
,XEOS Technologies,334,20130122,UW,1284151
,XEOS Technologies,3??,20130122,UW,1284208
,XEOS Technologies,3??,20130122,UW,N/A
,XEOS Technologies,3??,20130122,UW,N/A
,XEOS Technologies,3??,20130122,UW,N/A
,XEOS Technologies,3??,20130122,UW,N/A
,XEOS Technologies,3??,20130122,UW,N/A
,XEOS Technologies,3??,20130122,UW,N/A
,XEOS Technologies,3??,20130122,UW,N/A
,XEOS Technologies,403,20131112,UW,N/A
,XEOS Technologies,404,20131112,UW,N/A
,XEOS Technologies,405,20131112,UW,N/A
,XEOS Technologies,406,20131112,UW,N/A
,XEOS Technologies,407,20131112,UW,N/A
,XEOS Technologies,409,20131112,UW,N/A
,XEOS Technologies,410,20131112,UW,N/A
,XEOS Technologies,411,20131112,UW,N/A
,XEOS Technologies,413,20131112,UW,N/A
,XEOS Technologies,414,20131112,UW,N/A
,Teledyne Benthos,60641,20130626,UW,N/A
,Teledyne Benthos,62970,20140331,UW,N/A
,Teledyne Benthos,63162,20140428,UW,N/A
,Teledyne Benthos,63163,20140428,UW,N/A
,Teledyne Benthos,63165,20140428,UW,N/A
,Teledyne Benthos,63167,20140428,UW,N/A
ATAPL-58315-00001,TELEDYNE RDI,18478,20120928,UW,N/A
ATAPL-58315-00002,TELEDYNE RDI,18974,20130118,UW,N/A
ATAPL-58315-00003,TELEDYNE RDI,18980,20130118,UW,N/A
ATAPL-58315-00004,TELEDYNE RDI,23338,20150430,UW,N/A
ATAPL-58315-00005,TELEDYNE RDI,23339,20150430,UW,N/A
ATAPL-58316-00001,PMEL,3,20130122,UW,N/A
ATAPL-58316-00002,PMEL,4,20130122,UW,N/A
ATAPL-58316-00003,PMEL,5,20130122,UW,N/A
ATAPL-58316-00004,PMEL,7,20130122,UW,N/A
ATAPL-58316-00005,PMEL,8,20130301,UW,N/A
ATAPL-58317-00001,Kongsberg Underwater Technology Inc,101,20130619,UW,N/A
ATAPL-58317-00002,Kongsberg Underwater Technology Inc,102,20130619,UW,N/A
ATAPL-58317-00003,Kongsberg Underwater Technology Inc,103,20130619,UW,N/A
ATAPL-58317-00004,Kongsberg Underwater Technology Inc,104,20131101,UW,N/A
ATAPL-58317-00005,Kongsberg Underwater Technology Inc,107,20140709,UW,1306580
ATAPL-58317-00006,Kongsberg Underwater Technology Inc,108,20140709,UW,N/A
ATAPL-58319-00001,SEA-BIRD ELECTRONICS,5259243-0075,20100709,UW,N/A
ATAPL-58322-00001,Wet Labs,BBFL2W-1028,20121219,UW,N/A
ATAPL-58322-00002,Wet Labs,BBFL2W-1129,20131029,UW,N/A
ATAPL-58322-00003,Wet Labs,BBFL2W-1130,20131029,UW,N/A
ATAPL-58322-00004,Wet Labs,BBFL2W-1131,20131029,UW,N/A
ATAPL-58322-00005,Wet Labs,BBFL2W-1132,20131029,UW,N/A
ATAPL-58322-00006,Wet Labs,BBFL2W-1194,20140425,UW,N/A
ATAPL-58322-00007,Wet Labs,BBFL2W-1195,20140425,UW,N/A
ATAPL-58322-00008,,,,,
ATAPL-58322-00009,Wet Labs,BBFL2W-1292,20150423,UW,N/A
ATAPL-58322-00010,Wet Labs,BBFL2W-1293,20150423,UW,N/A
ATAPL-58322-00011,Wet Labs,BBFL2W-1297,20150423,UW,N/A
ATAPL-58322-00012,Wet Labs,,20150430,UW,N/A
ATAPL-58324-00001,OCEAN SONICS,1231,20130129,UW,1306561
ATAPL-58324-00002,OCEAN SONICS,1270,20131216,UW,1283686
ATAPL-58324-00003,OCEAN SONICS,1271,20131216,UW,1283684
ATAPL-58324-00004,OCEAN SONICS,1272,20131216,UW,N/A
ATAPL-58324-00005,OCEAN SONICS,1273,20131216,UW,N/A
ATAPL-58324-00006,OCEAN SONICS,1291,20140602,UW,N/A
ATAPL-58324-00007,OCEAN SONICS,1292,20140602,UW,N/A
ATAPL-58324-00008,OCEAN SONICS,1361,20150527,UW,N/A
ATAPL-58324-00009,OCEAN SONICS,1362,20150527,UW,N/A
ATAPL-58324-00010,OCEAN SONICS,1363,20150527,UW,N/A
ATAPL-58324-00011,OCEAN SONICS,1389,20150527,UW,N/A
ATAPL-58325-00001,HARVARD UNIV,LTDISMS001,20130501,UW,N/A
ATAPL-58325-00002,HARVARD UNIV,LTDISMS002,20130614,UW,N/A
ATAPL-58325-00003,HARVARD UNIV,LTDISMS003,20130719,UW,N/A
ATAPL-58325-00004,HARVARD UNIV,LTDISMS004,20130719,UW,N/A
ATAPL-58326-00001,SATLANTIC,196,20100607,UW,N/A
ATAPL-58328-00001,GURALP,T1076,20131113,UW,N/A
ATAPL-58328-00002,GURALP,T1073,20131220,UW,N/A
ATAPL-58328-00003,GURALP,T1075,20140106,UW,N/A
ATAPL-58328-00004,GURALP,T1077,20140106,UW,N/A
ATAPL-58328-00005,GURALP,T1074,20140106,UW,N/A
ATAPL-58328-00006,GURALP,T1080,20140724,UW,N/A
ATAPL-58328-00007,GURALP,T1081,20140724,UW,N/A
ATAPL-58329-00001,GURALP,1,20140605,UW,N/A
ATAPL-58329-00002,GURALP,2,20140605,UW,N/A
ATAPL-58331-0001A,GURALP,T6J67,20130507,UW,N/A
ATAPL-58331-0002A,GURALP,T6J68,20130507,UW,N/A
ATAPL-58331-0003A,GURALP,T6J69,20130507,UW,N/A
ATAPL-58331-0004A,GURALP,T6J70,20130507,UW,N/A
ATAPL-58331-0005A,GURALP,T6J71,20130507,UW,N/A
ATAPL-58331-0006A,GURALP,T6J72,20130507,UW,N/A
ATAPL-58331-0007A,GURALP,T6J73,20130507,UW,N/A
ATAPL-58331-0008A,GURALP,T6J74,20130507,UW,N/A
ATAPL-58331-0009A,GURALP,T6J75,20130507,UW,N/A
ATAPL-58331-0010A,GURALP,T6J76,20130507,UW,N/A
ATAPL-58331-0011A,GURALP,T6J77,20130507,UW,N/A
ATAPL-58332-00001,Wet Labs,ACS-134,20120424,UW,N/A
ATAPL-58332-00002,Wet Labs,ACS-166,20140311,UW,N/A
ATAPL-58332-00004,Wet Labs,ACS-186,20140821,UW,N/A
ATAPL-58332-00005,Wet Labs,ACS-244,20150529,UW,N/A
ATAPL-58332-00006,Wet Labs,ACS-251,20150529,UW,N/A
ATAPL-58334-00001,MICHAEL TRYON,1,20130513,UW,N/A
ATAPL-58334-00002,MICHAEL TRYON,2,20130513,UW,N/A
ATAPL-58334-00003,MICHAEL TRYON,3,20130513,UW,1303008
ATAPL-58334-00004,MICHAEL TRYON,4,20150522,UW,N/A
ATAPL-58336-00001,Sunburst Sensors,SAMI2-C0047,20120717,UW,1283687
ATAPL-58336-00002,Sunburst Sensors,SAMI2-C0075,20131127,UW,N/A
ATAPL-58336-00003,Sunburst Sensors,SAMI2-C0076,20131127,UW,N/A
ATAPL-58336-00004,Sunburst Sensors,SAMI2-C0091,20140512,UW,N/A
ATAPL-58336-00005,,,,,
ATAPL-58336-00006,,,,,
ATAPL-58336-00007,,,,,
ATAPL-58336-00008,,,,,
ATAPL-58336-00009,Sunburst Sensors,SAMI2-C0123,20150623,UW,N/A
ATAPL-58336-00010,SunBurst,SAMI2-C0124,20150730,UW,N/A
ATAPL-58337-00001,Sunburst Sensors,SAMI2-P0059,20120717,UW,N/A
ATAPL-58337-00002,Sunburst Sensors,SAMI2-P0112,20131113,UW,N/A
ATAPL-58337-00003,Sunburst Sensors,SAMI2-P0111,20131115,UW,N/A
ATAPL-58337-00004,Sunburst Sensors,SAMI2-P0110,20131122,UW,N/A
ATAPL-58337-00005,Sunburst Sensors,SAMI2-P0113,20131122,UW,N/A
ATAPL-58337-00006,Sunburst Sensors,SAMI2-P0133,20140519,UW,N/A
ATAPL-58337-00007,,,,,
ATAPL-58337-00008,,,,,
ATAPL-58337-00009,Sunburst Sensors,SAMI2-P0161,20150528,UW,N/A
ATAPL-58337-00010,Sunburst Sensors,SAMI2-P0162,20150528,UW,N/A
ATAPL-58338-00001,PMEL,,20121006,UW,N/A
ATAPL-58338-00002,PMEL,,20121006,UW,N/A
ATAPL-58338-00003,PMEL,,20121006,UW,N/A
ATAPL-58339-00001,PAROSCIENTIFIC,117164,20100505,UW,N/A
ATAPL-58340-00001,PMEL,,20130219,UW,N/A
ATAPL-58340-00002,PMEL,,20130219,UW,N/A
ATAPL-58340-00003,PMEL,,20130219,UW,N/A
ATAPL-58341-00001,SATLANTIC,"SENSOR: 233, BIOSHUTTER: 176",20130220,UW,N/A
ATAPL-58341-00002,SATLANTIC,"SENSOR: 244, BIOSHUTTER: 190",20131125,UW,N/A
ATAPL-58341-00003,SATLANTIC,"SENSOR: 245, BIOSHUTTER: 191",20131125,UW,N/A
ATAPL-58341-00004,SATLANTIC,"SENSOR: 267, BIOSHUTTER: 215",20140516,UW,N/A
ATAPL-58341-00006,SATLANTIC,"SENSOR: 292, BIOSHUTTER: 232",20150527,UW,N/A
ATAPL-58341-00007,SATLANTIC,"SENSOR: 293, BIOSHUTTER: 233",20150527,UW,N/A
ATAPL-58342-0001A,UNIV MINNESOTA,A,20140314,UW,N/A
ATAPL-58342-0002A,UNIV MINNESOTA,B,20140620,UW,N/A
ATAPL-58342-0003A,UNIV MINNESOTA,C,20140710,UW,N/A
ATAPL-58345-00001,TELEDYNE RDI,61247,20120124,UW,N/A
ATAPL-58345-00002,TELEDYNE RDI,19073,20130530,UW,N/A
ATAPL-58345-00003,TELEDYNE RDI,19075,20130530,UW,N/A
ATAPL-58345-00004,TELEDYNE RDI,23340,20150615,UW,N/A
ATAPL-58345-00005,TELEDYNE RDI,23341,20150615,UW,N/A
ATAPL-58345-00006,TELEDYNE RDI,23342,20150615,UW,N/A
ATAPL-58346-00001,FALMOUTH SCIENTIFIC,1001,20100909,UW,N/A
ATAPL-58346-00002,FALMOUTH SCIENTIFIC,1039,20130705,UW,N/A
ATAPL-58346-00003,FALMOUTH SCIENTIFIC,1130,20140128,UW,N/A
ATAPL-58346-00004,FALMOUTH SCIENTIFIC,1148,20140409,UW,N/A
ATAPL-58346-00005,FALMOUTH SCIENTIFIC,1214,20141222,UW,N/A
ATAPL-58346-00006,FALMOUTH SCIENTIFIC,1215,20141222,UW,N/A
ATAPL-58346-00007,FALMOUTH SCIENTIFIC,1216,20141222,UW,N/A
ATAPL-58419-00001,TELEDYNE RDI,18444,20120928,UW,N/A
ATAPL-58419-00002,TELEDYNE RDI,18975,20130118,UW,N/A
ATAPL-58419-00003,TELEDYNE RDI,18977,20130118,UW,N/A
ATAPL-58552-00001,Dell,68TWVL1,20100129,UW,N/A
ATAPL-58693-00001,HTI,299463,20131113,UW,N/A
ATAPL-58693-00002,HTI,299466,20131220,UW,N/A
ATAPL-58693-00003,HTI,299467,20140106,UW,N/A
ATAPL-58693-00004,HTI,299465,20131113,UW,N/A
ATAPL-58693-00005,HTI,299464,20140106,UW,N/A
ATAPL-58693-00006,HTI,299469,20140724,UW,N/A
ATAPL-58693-00007,HTI,299468,20140724,UW,N/A
ATAPL-63464-00001,Tektronix,C020247,20100614,UW,N/A
ATAPL-63464-00002,Tektronix,C020237,20100614,UW,N/A
ATAPL-63515-00001,EATON,MY50000103,20100902,UW,N/A
ATAPL-64438-00001,EATON,BE124P0047,20110411,UW,N/A
ATAPL-64629-00001,APL/UW,1,20111115,UW,N/A
ATAPL-64629-00002,APL/UW,2,20111130,UW,N/A
ATAPL-64629-00003,APL/UW,3,20130228,UW,N/A
ATAPL-64629-00004,APL/UW,4,20130228,UW,N/A
ATAPL-64629-00005,APL/UW,5,20130228,UW,N/A
ATAPL-64629-00006,APL/UW,6,20130228,UW,N/A
ATAPL-64629-00007,APL/UW,7,20130228,UW,N/A
ATAPL-64629-00008,APL/UW,8,20130228,UW,N/A
ATAPL-64629-00009,APL/UW,9,20130228,UW,N/A
ATAPL-64629-00010 ,APL/UW,10,20130419,UW,N/A
ATAPL-64629-00011,APL/UW,11,20130419,UW,N/A
ATAPL-64629-00012,APL/UW,12,20130419,UW,N/A
ATAPL-64629-00013,APL/UW,13,20130419,UW,N/A
ATAPL-64629-00014,APL/UW,14,20130419,UW,N/A
ATAPL-64629-00015,APL/UW,15,20130419,UW,N/A
ATAPL-64629-00016,APL/UW,16,20130419,UW,N/A
ATAPL-64629-00017,APL/UW,17,20130419,UW,N/A
ATAPL-64629-00018,APL/UW,18,20130731,UW,N/A
ATAPL-64629-00019,APL/UW,19,20130731,UW,N/A
ATAPL-64629-00020,APL/UW,20,20130731,UW,N/A
ATAPL-64629-00021,APL/UW,21,20130731,UW,N/A
ATAPL-64629-00022,APL/UW,22,20141015,UW,N/A
ATAPL-64629-00023,APL/UW,23,20141015,UW,N/A
ATAPL-64629-00024,APL/UW,24,20141015,UW,N/A
ATAPL-66493-00001,APL/UW,1,20140714,UW,N/A
ATAPL-66493-00002,APL/UW,2,20140714,UW,N/A
ATAPL-66493-00003,APL/UW,3,20140714,UW,N/A
ATAPL-66493-00004,APL/UW,4,20140714,UW,N/A
ATAPL-66493-00005,APL/UW,5,20140714,UW,N/A
ATAPL-66493-00006,APL/UW,6,20140714,UW,N/A
ATAPL-66497-00001,APL/UW,1,20140711,UW,N/A
ATAPL-66497-00002,APL/UW,2,20140711,UW,N/A
ATAPL-66497-00003,APL/UW,3,20140711,UW,N/A
ATAPL-66497-00004,APL/UW,4,20140711,UW,N/A
ATAPL-66497-00005,APL/UW,5,20140711,UW,N/A
ATAPL-66497-00006,APL/UW,6,20140711,UW,N/A
ATAPL-66497-00007,APL/UW,4814-66497,20140711,UW,N/A
ATAPL-66662-00001,SEA-BIRD ELECTRONICS,16P65795-6914,20111021,UW,N/A
ATAPL-66662-00002,SEA-BIRD ELECTRONICS,16P71179-7205,20121106,UW,N/A
ATAPL-66662-00003,SEA-BIRD ELECTRONICS,16P71179-7232,20121210,UW,N/A
ATAPL-66662-00004,SEA-BIRD ELECTRONICS,16P71179-7233,20121210,UW,N/A
ATAPL-66662-00005,SEA-BIRD ELECTRONICS,16-50030,20140512,UW,N/A
ATAPL-66662-00006,,,,,
ATAPL-66662-00007,,,,,
ATAPL-66662-00008,SEA-BIRD ELECTRONICS,16-50015,20150511,UW,N/A
ATAPL-66662-00009,SEA-BIRD ELECTRONICS,16-50018,20150511,UW,N/A
ATAPL-66662-00010,SEA-BIRD ELECTRONICS,16P-50122,20150529,UW,N/A
ATAPL-66662-00011,SEA-BIRD ELECTRONICS,16P-50123,20150529,UW,N/A
ATAPL-66662-00012,SEA-BIRD ELECTRONICS,16P-50127,20150529,UW,N/A
ATAPL-66664-00001,Mentor Graphics,*9-483496F*,20120812,UW,N/A
ATAPL-67596-00001,MCLANE,12881-04,20120914,UW,N/A
ATAPL-67596-00002,MCLANE,12881-03,20121107,UW,N/A
ATAPL-67596-00003,MCLANE,13003-01,20130402,UW,N/A
ATAPL-67596-0001A,MCLANE,12881-03,20130613,UW,N/A
ATAPL-67597-00001,Juniper,CMMAW10BRA,20111006,UW,N/A
ATAPL-67598-00001,Juniper,GX0211309774,20111005,UW,N/A
ATAPL-67600-00001,Teledyne ODI,1069478-1,20130523,UW,N/A
ATAPL-67600-00002,Teledyne ODI,1069478-2,20130520,UW,N/A
ATAPL-67600-00003,Teledyne ODI,1069478-3,20130520,UW,N/A
ATAPL-67600-00004,Teledyne ODI,1069478-4,20130523,UW,N/A
ATAPL-67600-00005,Teledyne ODI,1069478-5,20130516,UW,N/A
ATAPL-67600-00006,Teledyne ODI,1069478-6,20130516,UW,N/A
ATAPL-67600-00007,Teledyne ODI,1069478-7,20130516,UW,N/A
ATAPL-67600-00008,Teledyne ODI,1069478-8,20130520,UW,N/A
ATAPL-67600-00009,Teledyne ODI,1069478-9,20130520,UW,N/A
ATAPL-67600-00010,Teledyne ODI,1069478-10,20130520,UW,N/A
ATAPL-67600-00011,Teledyne ODI,1069478-11,20130520,UW,N/A
ATAPL-67600-00012,Teledyne ODI,1069478-12,20130520,UW,N/A
ATAPL-67600-00013,Teledyne ODI,1069478-13,20130520,UW,N/A
ATAPL-67600-00014,Teledyne ODI,1069478-14,20130520,UW,N/A
ATAPL-67600-00015,Teledyne ODI,1069478-15,20130522,UW,N/A
ATAPL-67600-00016,Teledyne ODI,1069478-16,20130522,UW,N/A
ATAPL-67600-00017,Teledyne ODI,1069478-17,20130522,UW,N/A
ATAPL-67600-00018,Teledyne ODI,1069478-18,20130522,UW,N/A
ATAPL-67600-00019,Teledyne ODI,1069478-19,20130522,UW,N/A
ATAPL-67600-00020,Teledyne ODI,1069478-20,20130522,UW,N/A
ATAPL-67600-00021,Teledyne ODI,1069478-21,20140806,UW,N/A
ATAPL-67600-00022,Teledyne ODI,1069478-22,20140806,UW,N/A
ATAPL-67600-00023,Teledyne ODI,1069478-23,20140806,UW,N/A
ATAPL-67600-00024,Teledyne ODI,1069478-24,20140825,UW,1283759
ATAPL-67601-00001,Teledyne ODI,1069481-1,20121009,UW,N/A
ATAPL-67602-00001,Teledyne ODI,1069482-1,20121027,UW,N/A
ATAPL-67602-00002,Teledyne ODI,1069482-2,20121027,UW,N/A
ATAPL-67602-00003,Teledyne ODI,1069482-3,20130208,UW,N/A
ATAPL-67602-00004,Teledyne ODI,1069482-4,20121027,UW,N/A
ATAPL-67602-00005,Teledyne ODI,1069482-5,20121027,UW,N/A
ATAPL-67602-00006,Teledyne ODI,1069482-6,20121027,UW,N/A
ATAPL-67602-00007,Teledyne ODI,1069482-7,20130206,UW,N/A
ATAPL-67602-00008,Teledyne ODI,1069482-8,20121009,UW,N/A
ATAPL-67602-00009,Teledyne ODI,1069482-9,20130208,UW,N/A
ATAPL-67602-00010,Teledyne ODI,1069482-10,20130208,UW,N/A
ATAPL-67602-00011,Teledyne ODI,1069482-11,20130208,UW,N/A
ATAPL-67602-00012,Teledyne ODI,1069482-12,20130531,UW,N/A
ATAPL-67602-00013,Teledyne ODI,1069482-13,20130531,UW,N/A
ATAPL-67602-00014,Teledyne ODI,1069482-14,20130531,UW,N/A
ATAPL-67602-00015,Teledyne ODI,1069482-15,20130531,UW,N/A
ATAPL-67603-00001,LEBUS,632565,20120214,UW,N/A
ATAPL-67603-00002,LEBUS,N/A,20130222,UW,N/A
ATAPL-67604-00001,Junos,750-021912,20111006,UW,N/A
ATAPL-67612-00001,Teledyne ODI,1069483-1,20121008,UW,N/A
ATAPL-67612-00002,Teledyne ODI,1069483-2,20130206,UW,N/A
