ASSET_UID,LEGACY_ASSET_UID,TYPE,Mobile,DESCRIPTION OF EQUIPMENT,MIO_Inventory_Description,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,ACQUISITION DATE,ORIGINAL COST,comments
ATAPL-68030-10006,ATAPL-68030-10006,,,"25M ROV MASSP, CAMDS Electrical Jumper, ROV CE Plug to MHDXL","25M ROV MASSP, CAMDS Electrical Jumper, ROV CE Plug to MHDXL",Teledyne ODI,1073307,1073307-6,N/A,20150728,11167,
ATAPL-68030-10007,ATAPL-68030-10007,,,"25M ROV MASSP, CAMDS Electrical Jumper, ROV CE Plug to MHDXL","25M ROV MASSP, CAMDS Electrical Jumper, ROV CE Plug to MHDXL",Teledyne ODI,1073307,1073307-7,N/A,20150728,11167,
ATAPL-68030-20001,ATAPL-68030-20001,,,"50M ROV MASSP, CAMDS, THSPH Electrical Jumper, ROV CE Plug to MHDXL","50M ROV MASSP, CAMDS, THSPH Electrical Jumper, ROV CE Plug to MHDXL",Teledyne ODI,1073306,1073306-1,N/A,20130605,12886,
ATAPL-68030-20002,ATAPL-68030-20002,,,"50M ROV MASSP, CAMDS, THSPH Electrical Jumper, ROV CE Plug to MHDXL","50M ROV MASSP, CAMDS, THSPH Electrical Jumper, ROV CE Plug to MHDXL",Teledyne ODI,1073306,1073306-2,N/A,20130605,12886,
ATAPL-68030-20003,ATAPL-68030-20003,,,"50M ROV MASSP, CAMDS, THSPH Electrical Jumper, ROV CE Plug to MHDXL","50M ROV MASSP, CAMDS, THSPH Electrical Jumper, ROV CE Plug to MHDXL",Teledyne ODI,1073306,1073306-3,N/A,20130723,12886,
ATAPL-68030-20004,ATAPL-68030-20004,,,"50M ROV MASSP, CAMDS, THSPH Electrical Jumper, ROV CE Plug to MHDXL","50M ROV MASSP, CAMDS, THSPH Electrical Jumper, ROV CE Plug to MHDXL",Teledyne ODI,1073306,1073306-4,N/A,20131007,12886,
ATAPL-68030-20005,ATAPL-68030-20005,,,"50M ROV MASSP, CAMDS, THSPH Electrical Jumper, ROV CE Plug to MHDXL","50M ROV MASSP, CAMDS, THSPH Electrical Jumper, ROV CE Plug to MHDXL",Teledyne ODI,1073306,1073306-5,N/A,20131007,12886,
ATAPL-68030-20006,ATAPL-68030-20006,,,"50M ROV MASSP, CAMDS, THSPH Electrical Jumper, ROV CE Plug to MHDXL","50M ROV MASSP, CAMDS, THSPH Electrical Jumper, ROV CE Plug to MHDXL",Teledyne ODI,1073306,1073306-6,N/A,20131007,12886,
ATAPL-68030-20007,ATAPL-68030-20007,,,,,,,,,,,
ATAPL-68030-20008,ATAPL-68030-20008,,,,,,,,,,,
ATAPL-68030-20009,ATAPL-68030-20009,,,"50M ROV MASSP, CAMDS, THSPH Electrical Jumper, ROV CE Plug to MHDXL","50M ROV MASSP, CAMDS, THSPH Electrical Jumper, ROV CE Plug to MHDXL",Teledyne ODI,1073306,1073306-9,N/A,20150729,12886,
ATAPL-68030-20010,ATAPL-68030-20010,,,"50M ROV MASSP, CAMDS, THSPH Electrical Jumper, ROV CE Plug to MHDXL","50M ROV MASSP, CAMDS, THSPH Electrical Jumper, ROV CE Plug to MHDXL",Teledyne ODI,1073306,1073306-10,N/A,20150729,12886,
ATAPL-68836-00001,ATAPL-68836-00001,,,"Ballast Ring, SP Frame","Ballast Ring, SP Frame",APL/UW,68836,1,N/A,20130501,5224.7,
ATAPL-68836-00002,ATAPL-68836-00002,,,"Ballast Ring, SP Frame","Ballast Ring, SP Frame",APL/UW,68836,4815-68836,N/A,20130501,5224.7,
ATAPL-68836-00003,ATAPL-68836-00003,,,"Ballast Ring, SP Frame","Ballast Ring, SP Frame",APL/UW,68836,4815-68836,N/A,20130501,5224.7,
ATAPL-68836-00004,ATAPL-68836-00004,,,"Ballast Ring, SP Frame","Ballast Ring, SP Frame",APL/UW,68836,4815-68836,N/A,20141215,5224.7,
ATAPL-68836-00005,ATAPL-68836-00005,,,"Ballast Ring, SP Frame","Ballast Ring, SP Frame",APL/UW,68836,4815-68836,N/A,20141215,5224.7,
ATAPL-68836-00006,ATAPL-68836-00006,,,"Ballast Ring, SP Frame","Ballast Ring, SP Frame",APL/UW,68836,4815-68836,N/A,20141215,5224.7,
ATAPL-68862-00001,ATAPL-68862-00001,,,Flotation Tech Science Pod Float - Base,Flotation Tech Science Pod Float - Base,Deep Water Bouyancy,68862,1,N/A,20130610,10000,
ATAPL-68862-00002,ATAPL-68862-00002,,,SCIENCE POD FLOAT - BASE,SCIENCE POD FLOAT - BASE,Deep Water Bouyancy,68862,2,N/A,20140819,10765,
ATAPL-68862-00003,ATAPL-68862-00003,,,SCIENCE POD FLOAT - BASE,SCIENCE POD FLOAT - BASE,Deep Water Bouyancy,68862,3,N/A,20140827,10765,
ATAPL-68862-00004,ATAPL-68862-00004,,,"SCIENCE POD, FLOAT - BASE","SCIENCE POD, FLOAT - BASE",Deep Water Bouyancy,68862,4,N/A,20150504,10765,
ATAPL-68862-00005,ATAPL-68862-00005,,,"SCIENCE POD, FLOAT - BASE","SCIENCE POD, FLOAT - BASE",Deep Water Bouyancy,68862,5,N/A,20150504,10765,
ATAPL-68862-00006,ATAPL-68862-00006,,,"SCIENCE POD, FLOAT - BASE","SCIENCE POD, FLOAT - BASE",Deep Water Bouyancy,68862,6,N/A,20150504,10765,
ATAPL-68865-00001,ATAPL-68865-00001,,,Flotation Tech Science Pod Float - Center,Flotation Tech Science Pod Float - Center,Deep Water Bouyancy,68865,1,N/A,20130610,10000,
ATAPL-68865-00002,ATAPL-68865-00002,,,SCIENCE POD FLOAT - CENTER,SCIENCE POD FLOAT - CENTER,Deep Water Bouyancy,68865,2,N/A,20140819,15873,
ATAPL-68865-00003,ATAPL-68865-00003,,,SCIENCE POD FLOAT - CENTER,SCIENCE POD FLOAT - CENTER,Deep Water Bouyancy,68865,3,N/A,20140827,15873,
ATAPL-68865-00004,ATAPL-68865-00004,,,"SCIENCE POD, FLOAT - CENTER","SCIENCE POD, FLOAT - CENTER",Deep Water Bouyancy,68865,4,N/A,20150504,16873,
ATAPL-68865-00005,ATAPL-68865-00005,,,"SCIENCE POD, FLOAT - CENTER","SCIENCE POD, FLOAT - CENTER",Deep Water Bouyancy,68865,5,N/A,20150504,16873,
ATAPL-68865-00006,ATAPL-68865-00006,,,"SCIENCE POD, FLOAT - CENTER","SCIENCE POD, FLOAT - CENTER",Deep Water Bouyancy,68865,6,N/A,20150504,16873,
ATAPL-68866-00001,ATAPL-68866-00001,,,Flotation Tech Science Pod Float - Top,Flotation Tech Science Pod Float - Top,Deep Water Bouyancy,68866,1,N/A,20130610,10000,
ATAPL-68866-00002,ATAPL-68866-00002,,,"SCIENCE POD, FLOAT - TOP","SCIENCE POD, FLOAT - TOP",Deep Water Bouyancy,68866,2,N/A,20140819,5020,
ATAPL-68866-00003,ATAPL-68866-00003,,,"SCIENCE POD, FLOAT - TOP","SCIENCE POD, FLOAT - TOP",Deep Water Bouyancy,68866,3,N/A,20140827,5020,
ATAPL-68866-00004,ATAPL-68866-00004,,,"SCIENCE POD, FLOAT - TOP","SCIENCE POD, FLOAT - TOP",Deep Water Bouyancy,68866,4,N/A,20150504,5020,
ATAPL-68866-00005,ATAPL-68866-00005,,,"SCIENCE POD, FLOAT - TOP","SCIENCE POD, FLOAT - TOP",Deep Water Bouyancy,68866,5,N/A,20150504,5020,
ATAPL-68866-00006,ATAPL-68866-00006,,,"SCIENCE POD, FLOAT - TOP","SCIENCE POD, FLOAT - TOP",Deep Water Bouyancy,68866,6,N/A,20150504,5020,
ATAPL-68871-00001,ATAPL-68871-00001,,,"SCIP HOUSING, PRESSURE CYLINDER","SCIP HOUSING, PRESSURE CYLINDER",APL/UW,68871,1,N/A,20130219,7000,
ATAPL-68871-00002,ATAPL-68871-00002,,,"SCIP HOUSING, PRESSURE CYLINDER","SCIP HOUSING, PRESSURE CYLINDER",APL/UW,68871,2,N/A,20140721,7000,
ATAPL-68871-00003,ATAPL-68871-00003,,,"SCIP HOUSING, PRESSURE CYLINDER","SCIP HOUSING, PRESSURE CYLINDER",APL/UW,68871,3,N/A,20140721,7000,
ATAPL-68871-00004,ATAPL-68871-00004,,,"SCIP HOUSING, PRESSURE CYLINDER","SCIP HOUSING, PRESSURE CYLINDER",APL/UW,68871,4,N/A,20141015,7000,
ATAPL-68871-00005,ATAPL-68871-00005,,,"SCIP HOUSING, PRESSURE CYLINDER","SCIP HOUSING, PRESSURE CYLINDER",APL/UW,68871,5,N/A,20141015,7000,
ATAPL-68871-00006,ATAPL-68871-00006,,,"SCIP HOUSING, PRESSURE CYLINDER","SCIP HOUSING, PRESSURE CYLINDER",APL/UW,68871,6,N/A,20141015,7000,
ATAPL-68872-00001,ATAPL-68872-00001,,,"SCIP HOUSING, PRESSURE CAP, CONNECTOR SIDE","SCIP HOUSING, PRESSURE CAP, CONNECTOR SIDE",APL/UW,68872,1,N/A,20130219,5000,
ATAPL-68872-00002,ATAPL-68872-00002,,,"SCIP HOUSING, PRESSURE CAP, CONNECTOR SIDE","SCIP HOUSING, PRESSURE CAP, CONNECTOR SIDE",APL/UW,68872,2,N/A,20140721,5000,
ATAPL-68872-00003,ATAPL-68872-00003,,,"SCIP HOUSING, PRESSURE CAP, CONNECTOR SIDE","SCIP HOUSING, PRESSURE CAP, CONNECTOR SIDE",APL/UW,68872,3,N/A,20140721,5000,
ATAPL-68872-00004,ATAPL-68872-00004,,,"SCIP HOUSING, PRESSURE CAP, CONNECTOR SIDE","SCIP HOUSING, PRESSURE CAP, CONNECTOR SIDE",APL/UW,68872,4,N/A,20140721,5000,
ATAPL-68872-00005,ATAPL-68872-00005,,,"SCIP HOUSING, PRESSURE CAP, CONNECTOR SIDE","SCIP HOUSING, PRESSURE CAP, CONNECTOR SIDE",APL/UW,68872,5,N/A,20140721,5000,
ATAPL-68872-00006,ATAPL-68872-00006,,,"SCIP HOUSING, PRESSURE CAP, CONNECTOR SIDE","SCIP HOUSING, PRESSURE CAP, CONNECTOR SIDE",APL/UW,68872,6,N/A,20140721,5000,
ATAPL-68872-00007,ATAPL-68872-00007,,,"SCIP HOUSING, PRESSURE CAP, CONNECTOR SIDE","SCIP HOUSING, PRESSURE CAP, CONNECTOR SIDE",APL/UW,68872,7,N/A,20140721,5000,
ATAPL-68873-00001,ATAPL-68873-00001,,,"SCIP HOUSING, PRESSURE CAP, CONNECTOR SIDE","SCIP HOUSING, PRESSURE CAP, CONNECTOR SIDE",APL/UW,68873,4815-68873,N/A,41324,5000,
ATAPL-68941-00001,ATAPL-68941-00001,,,"CONNECTOR END CAP, PIC","CONNECTOR END CAP, PIC",APL/UW,68941,1,N/A,20141022,5000,
ATAPL-68941-00002,ATAPL-68941-00002,,,"CONNECTOR END CAP, PIC","CONNECTOR END CAP, PIC",APL/UW,68941,2,N/A,20140711,5000,
ATAPL-68941-00003,ATAPL-68941-00003,,,"CONNECTOR END CAP, PIC","CONNECTOR END CAP, PIC",APL/UW,68941,3,N/A,20140711,5000,
ATAPL-68941-00004,ATAPL-68941-00004,,,"CONNECTOR END CAP, PIC","CONNECTOR END CAP, PIC",APL/UW,68941,4,N/A,20140711,5000,
ATAPL-68941-00005,ATAPL-68941-00005,,,"CONNECTOR END CAP, PIC","CONNECTOR END CAP, PIC",APL/UW,68941,5,N/A,20140711,5000,
ATAPL-68941-00006,ATAPL-68941-00006,,,"CONNECTOR END CAP, PIC","CONNECTOR END CAP, PIC",APL/UW,68941,6,N/A,20140711,5000,
ATAPL-69110-00001,ATAPL-69110-00001,,,"MAIN FLOAT, MOORING PLATFORM, 3000M ADDITION","MAIN FLOAT, MOORING PLATFORM, 3000M ADDITION",Deep Water Bouyancy,69110,1,N/A,20140819,33815,
ATAPL-69110-00002,ATAPL-69110-00002,,,"MAIN FLOAT, MOORING PLATFORM, 3000M ADDITION","MAIN FLOAT, MOORING PLATFORM, 3000M ADDITION",deep Water Bouyancy,69110,2,N/A,20140827,33815,
ATAPL-69115-00001,ATAPL-69115-00001,,,"FLOTATION BLOCK, TOP, SHALLOW  PIA","FLOTATION BLOCK, TOP, SHALLOW  PIA",deep Water Bouyancy,69115,1,N/A,20150504,7061,
ATAPL-69131-00001,ATAPL-69131-00001,,,Shallow Profiler Frame Weldment,Shallow Profiler Frame Weldment,APL/UW,69131,1,N/A,20131025,25000,
ATAPL-69131-00002,ATAPL-69131-00002,,,FRAME ASSEMBLY WELDMENT,FRAME ASSEMBLY WELDMENT,APL/UW,69131,2,N/A,20140818,64085,
ATAPL-69131-00003,ATAPL-69131-00003,,,FRAME ASSEMBLY WELDMENT,FRAME ASSEMBLY WELDMENT,APL/UW,69131,3,N/A,20140924,64085,
ATAPL-69131-00004,ATAPL-69131-00004,,,FRAME ASSEMBLY WELDMENT,FRAME ASSEMBLY WELDMENT,APL/UW,69131,4,N/A,20141022,64085,
ATAPL-69131-00005,ATAPL-69131-00005,,,FRAME ASSEMBLY WELDMENT,FRAME ASSEMBLY WELDMENT,APL/UW,69131,5,N/A,20141030,64085,
ATAPL-69133-00001,ATAPL-69133-00001,,,"WINCH FRAME, BAIL ASSEMBLY","WINCH FRAME, BAIL ASSEMBLY",APL/UW,69133,1,N/A,20140801,22600,
ATAPL-69133-00002,ATAPL-69133-00002,,,"WINCH FRAME, BAIL ASSEMBLY","WINCH FRAME, BAIL ASSEMBLY",APL/UW,69133,2,N/A,20140808,22600,
ATAPL-69133-00003,ATAPL-69133-00003,,,"WINCH FRAME, BAIL ASSEMBLY","WINCH FRAME, BAIL ASSEMBLY",APL/UW,69133,3,N/A,20140808,22600,
ATAPL-69133-00004,ATAPL-69133-00004,,,"WINCH FRAME, BAIL ASSEMBLY","WINCH FRAME, BAIL ASSEMBLY",APL/UW,69133,4,N/A,20140818,22600,
ATAPL-69133-00005,ATAPL-69133-00005,,,,,,,,,,,Missing from inventory
ATAPL-69133-00006,ATAPL-69133-00006,,,"WINCH FRAME, BAIL ASSEMBLY","WINCH FRAME, BAIL ASSEMBLY",APL/UW,69133,5,N/A,20140924,22600,
ATAPL-69133-00007,ATAPL-69133-00007,,,"WINCH FRAME, BAIL ASSEMBLY","WINCH FRAME, BAIL ASSEMBLY",APL/UW,69133,6,N/A,20140924,22600,
ATAPL-69133-00008,ATAPL-69133-00008,,,"WINCH FRAME, BAIL ASSEMBLY","WINCH FRAME, BAIL ASSEMBLY",APL/UW,69133,7,N/A,20140924,22600,
ATAPL-69133-00009,ATAPL-69133-00009,,,"WINCH FRAME, BAIL ASSEMBLY","WINCH FRAME, BAIL ASSEMBLY",APL/UW,69133,8,N/A,20141015,22600,
ATAPL-69133-00010,ATAPL-69133-00010,,,"WINCH FRAME, BAIL ASSEMBLY","WINCH FRAME, BAIL ASSEMBLY",APL/UW,69133,9,N/A,20141022,22600,
ATAPL-69133-00011,ATAPL-69133-00011,,,"WINCH FRAME, BAIL ASSEMBLY","WINCH FRAME, BAIL ASSEMBLY",APL/UW,69133,10,N/A,20141030,22600,
ATAPL-69190-00001,ATAPL-69190-00001,,,"END CAP, SHAFT END, WINCH MOTOR HOUSING","END CAP, SHAFT END, WINCH MOTOR HOUSING",APL/UW,69190,1,N/A,20130521,6850,
ATAPL-69190-00002,ATAPL-69190-00002,,,"END CAP, SHAFT END, WINCH MOTOR HOUSING","END CAP, SHAFT END, WINCH MOTOR HOUSING",APL/UW,69190,2,N/A,20140729,5000,
ATAPL-69190-00003,ATAPL-69190-00003,,,"END CAP, SHAFT END, WINCH MOTOR HOUSING","END CAP, SHAFT END, WINCH MOTOR HOUSING",APL/UW,69190,3,N/A,20140729,5000,
ATAPL-69190-00004,ATAPL-69190-00004,,,"END CAP, SHAFT END, WINCH MOTOR HOUSING","END CAP, SHAFT END, WINCH MOTOR HOUSING",APL/UW,69190,4,N/A,20140729,5000,
ATAPL-69190-00005,ATAPL-69190-00005,,,"END CAP, SHAFT END, WINCH MOTOR HOUSING","END CAP, SHAFT END, WINCH MOTOR HOUSING",APL/UW,69190,5,N/A,20140729,5000,
ATAPL-69190-00006,ATAPL-69190-00006,,,"END CAP, SHAFT END, WINCH MOTOR HOUSING","END CAP, SHAFT END, WINCH MOTOR HOUSING",APL/UW,69190,6,N/A,20141022,5000,
ATAPL-69196-00001,ATAPL-69196-00001,,,"End Cap, Encoder End Winch Motor Housing","End Cap, Encoder End Winch Motor Housing",APL/UW,69196,1,N/A,20130521,6245,
ATAPL-69196-00002,ATAPL-69196-00002,,,"END CAP, ENCODER END, WINCH MOTOR HOUSING","END CAP, ENCODER END, WINCH MOTOR HOUSING",APL/UW,69196,2,N/A,20140729,5000,
ATAPL-69196-00003,ATAPL-69196-00003,,,"END CAP, ENCODER END, WINCH MOTOR HOUSING","END CAP, ENCODER END, WINCH MOTOR HOUSING",APL/UW,69196,3,N/A,20140721,5000,
ATAPL-69196-00004,ATAPL-69196-00004,,,"END CAP, ENCODER END, WINCH MOTOR HOUSING","END CAP, ENCODER END, WINCH MOTOR HOUSING",APL/UW,69196,4,N/A,20140721,5000,
ATAPL-69196-00005,ATAPL-69196-00005,,,"END CAP, ENCODER END, WINCH MOTOR HOUSING","END CAP, ENCODER END, WINCH MOTOR HOUSING",APL/UW,69196,5,N/A,20140721,5000,
ATAPL-69196-00006,ATAPL-69196-00006,,,"END CAP, ENCODER END, WINCH MOTOR HOUSING","END CAP, ENCODER END, WINCH MOTOR HOUSING",APL/UW,69196,6,N/A,20140729,5000,
ATAPL-69196-00007,ATAPL-69196-00007,,,"END CAP, ENCODER END, WINCH MOTOR HOUSING","END CAP, ENCODER END, WINCH MOTOR HOUSING",APL/UW,69196,7,N/A,20140729,5000,
ATAPL-69253-00001,ATAPL-69253-00001,,,"Pressure Case, WCH","Pressure Case, WCH",APL/UW,69253,1,N/A,20130415,12640,
ATAPL-69253-00002,ATAPL-69253-00002,,,"PRESSURE CASE, WCH","PRESSURE CASE, WCH",APL/UW,69253,2,N/A,20140806,16500,
ATAPL-69253-00003,ATAPL-69253-00003,,,"PRESSURE CASE, WCH","PRESSURE CASE, WCH",APL/UW,69253,3,N/A,20140806,16500,
ATAPL-69253-00004,ATAPL-69253-00004,,,"PRESSURE CASE, WCH","PRESSURE CASE, WCH",APL/UW,69253,4,N/A,20141022,16500,
ATAPL-69253-00005,ATAPL-69253-00005,,,"PRESSURE CASE, WCH","PRESSURE CASE, WCH",APL/UW,69253,5,N/A,20141022,16500,
ATAPL-69253-00006,ATAPL-69253-00006,,,"PRESSURE CASE, WCH","PRESSURE CASE, WCH",APL/UW,69253,6,N/A,20141022,16500,
ATAPL-69254-00001,ATAPL-69254-00001,,,"END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING","END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING",APL/UW,69254,1,N/A,20130415,6790,
ATAPL-69254-00002,ATAPL-69254-00002,,,"END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING","END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING",APL/UW,69254,2,N/A,20141022,5000,
ATAPL-69254-00003,ATAPL-69254-00003,,,"END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING","END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING",APL/UW,69254,3,N/A,20140731,5000,
ATAPL-69254-00004,ATAPL-69254-00004,,,"END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING","END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING",APL/UW,69254,4,N/A,20140731,5000,
ATAPL-69254-00005,ATAPL-69254-00005,,,"END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING","END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING",APL/UW,69254,5,N/A,20140731,5000,
ATAPL-69254-00006,ATAPL-69254-00006,,,"END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING","END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING",APL/UW,69254,6,N/A,20141015,5000,
ATAPL-69254-00007,ATAPL-69254-00007,,,"END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING","END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING",APL/UW,69254,7,N/A,20140815,5000,
ATAPL-69255-00001,ATAPL-69255-00001,,,"End Cap, VFD Side, WCH","End Cap, VFD Side, WCH",APL/UW,69255,1,N/A,20130415,6765,
ATAPL-69255-00002,ATAPL-69255-00002,,,"END CAP, VFD SIDE, WINCH CONTROLLER HOUSING","END CAP, VFD SIDE, WINCH CONTROLLER HOUSING",APL/UW,69255,2,N/A,20140721,5000,
ATAPL-69255-00003,ATAPL-69255-00003,,,"END CAP, VFD SIDE, WINCH CONTROLLER HOUSING","END CAP, VFD SIDE, WINCH CONTROLLER HOUSING",APL/UW,69255,3,N/A,20140721,5000,
ATAPL-69255-00004,ATAPL-69255-00004,,,"END CAP, VFD SIDE, WINCH CONTROLLER HOUSING","END CAP, VFD SIDE, WINCH CONTROLLER HOUSING",APL/UW,69255,4,N/A,20140721,5000,
ATAPL-69255-00005,ATAPL-69255-00005,,,"END CAP, VFD SIDE, WINCH CONTROLLER HOUSING","END CAP, VFD SIDE, WINCH CONTROLLER HOUSING",APL/UW,69255,5,N/A,20140721,5000,
ATAPL-69255-00006,ATAPL-69255-00006,,,"END CAP, VFD SIDE, WINCH CONTROLLER HOUSING","END CAP, VFD SIDE, WINCH CONTROLLER HOUSING",APL/UW,69255,6,N/A,20140721,5000,
ATAPL-69255-00007,ATAPL-69255-00007,,,"END CAP, VFD SIDE, WINCH CONTROLLER HOUSING","END CAP, VFD SIDE, WINCH CONTROLLER HOUSING",APL/UW,69255,7,N/A,20141030,5000,
ATAPL-69270-00001,ATAPL-69270-00001,,,"Winch Drum Weldment (Consists of: Barrel 4815-66508, Flange Position Indicator Side 4815-69320, Gusset 4815-69271, and Flange 4815-66509)","Winch Drum Weldment (Consists of: Barrel 4815-66508, Flange Position Indicator Side 4815-69320, Gusset 4815-69271, and Flange 4815-66509)",APL/UW,69270,1,N/A,20130628,29656.5,
ATAPL-69270-00002,ATAPL-69270-00002,,,"Winch Drum Weldment (Consists of: Barrel 4815-66508, Flange Position Indicator Side 4815-69320, Gusset 4815-69271, and Flange 4815-66509)","Winch Drum Weldment (Consists of: Barrel 4815-66508, Flange Position Indicator Side 4815-69320, Gusset 4815-69271, and Flange 4815-66509)",APL/UW,69270,2,N/A,20130628,29656.5,
ATAPL-69270-00003,ATAPL-69270-00003,,,"Winch Drum Weldment (Consists of: Barrel 4815-66508, Flange Position Indicator Side 4815-69320, Gusset 4815-69271, and Flange 4815-66509)","Winch Drum Weldment (Consists of: Barrel 4815-66508, Flange Position Indicator Side 4815-69320, Gusset 4815-69271, and Flange 4815-66509)",APL/UW,69270,3,N/A,20130628,29656.5,
ATAPL-69270-00004,ATAPL-69270-00004,,,"Winch Drum Weldment (Consists of: Barrel 4815-66508, Flange Position Indicator Side 4815-69320, Gusset 4815-69271, and Flange 4815-66509) (O&M)","Winch Drum Weldment (Consists of: Barrel 4815-66508, Flange Position Indicator Side 4815-69320, Gusset 4815-69271, and Flange 4815-66509) (O&M)",APL/UW,69270,4,N/A,20150127,29656.5,
ATAPL-69270-00005,ATAPL-69270-00005,,,"Winch Drum Weldment (Consists of: Barrel 4815-66508, Flange Position Indicator Side 4815-69320, Gusset 4815-69271, and Flange 4815-66509) (O&M)","Winch Drum Weldment (Consists of: Barrel 4815-66508, Flange Position Indicator Side 4815-69320, Gusset 4815-69271, and Flange 4815-66509) (O&M)",APL/UW,69270,5,N/A,20150127,29656.5,
ATAPL-69270-00006,ATAPL-69270-00006,,,"Winch Drum Weldment (Consists of: Barrel 4815-66508, Flange Position Indicator Side 4815-69320, Gusset 4815-69271, and Flange 4815-66509) (O&M)","Winch Drum Weldment (Consists of: Barrel 4815-66508, Flange Position Indicator Side 4815-69320, Gusset 4815-69271, and Flange 4815-66509) (O&M)",APL/UW,69270,6,N/A,20150127,29656.5,
ATAPL-69279-00001,ATAPL-69279-00001,,,"CYLINDER, MOTOR END, WELDMENT, WINCH MOTOR HOUSING","CYLINDER, MOTOR END, WELDMENT, WINCH MOTOR HOUSING",APL/UW,69279,4815-69279,N/A,20130521,7490,
ATAPL-69279-00002,ATAPL-69279-00002,,,"CYLINDER, MOTOR END, WELDMENT, WINCH MOTOR HOUSING","CYLINDER, MOTOR END, WELDMENT, WINCH MOTOR HOUSING",APL/UW,69279,2,N/A,20140806,5000,
ATAPL-69279-00003,ATAPL-69279-00003,,,"CYLINDER, MOTOR END, WELDMENT, WINCH MOTOR HOUSING","CYLINDER, MOTOR END, WELDMENT, WINCH MOTOR HOUSING",APL/UW,69279,3,N/A,20140806,5000,
ATAPL-69279-00004,ATAPL-69279-00004,,,"CYLINDER, MOTOR END, WELDMENT, WINCH MOTOR HOUSING","CYLINDER, MOTOR END, WELDMENT, WINCH MOTOR HOUSING",APL/UW,69279,4,N/A,20141030,5000,
ATAPL-69279-00005,ATAPL-69279-00005,,,"CYLINDER, MOTOR END, WELDMENT, WINCH MOTOR HOUSING","CYLINDER, MOTOR END, WELDMENT, WINCH MOTOR HOUSING",APL/UW,69279,5,N/A,20141030,5000,
ATAPL-69279-00006,ATAPL-69279-00006,,,"CYLINDER, MOTOR END, WELDMENT, WINCH MOTOR HOUSING","CYLINDER, MOTOR END, WELDMENT, WINCH MOTOR HOUSING",APL/UW,69279,6,N/A,20141030,5000,
ATAPL-69289-00001,ATAPL-69289-00001,,,"Pressure Case Weldment, Winch Motor Housing, Shallow Profiler Ass'y","Pressure Case Weldment, Winch Motor Housing, Shallow Profiler Ass'y",APL/UW,69289,1,N/A,20130521,7630,
ATAPL-69289-00002,ATAPL-69289-00002,,,"PRESSURE CASE WELDMENT, GEAR END, WINCH MOTOR HOUSING","PRESSURE CASE WELDMENT, GEAR END, WINCH MOTOR HOUSING",APL/UW,69289,2,N/A,20140808,13500,
ATAPL-69289-00003,ATAPL-69289-00003,,,"PRESSURE CASE WELDMENT, GEAR END, WINCH MOTOR HOUSING","PRESSURE CASE WELDMENT, GEAR END, WINCH MOTOR HOUSING",APL/UW,69289,3,N/A,20140808,13500,
ATAPL-69289-00004,ATAPL-69289-00004,,,"PRESSURE CASE WELDMENT, GEAR END, WINCH MOTOR HOUSING","PRESSURE CASE WELDMENT, GEAR END, WINCH MOTOR HOUSING",APL/UW,69289,4,N/A,20141030,13500,
ATAPL-69289-00005,ATAPL-69289-00005,,,"PRESSURE CASE WELDMENT, GEAR END, WINCH MOTOR HOUSING","PRESSURE CASE WELDMENT, GEAR END, WINCH MOTOR HOUSING",APL/UW,69289,5,N/A,20141030,13500,
ATAPL-69289-00006,ATAPL-69289-00006,,,"PRESSURE CASE WELDMENT, GEAR END, WINCH MOTOR HOUSING","PRESSURE CASE WELDMENT, GEAR END, WINCH MOTOR HOUSING",APL/UW,69289,6,N/A,20141030,13500,
ATAPL-69319-00001,ATAPL-69319-00001,,,Level wind Grade 2 Titanium Pressure Housing & Two Matching End Caps,Level wind Grade 2 Titanium Pressure Housing & Two Matching End Caps,APL/UW,69319,1,N/A,20130219,25000,
ATAPL-69319-00002,ATAPL-69319-00002,,,LEVELWIND HOUSING WELDMENT,LEVELWIND HOUSING WELDMENT,APL/UW,69319,2,N/A,20140815,17000,
ATAPL-69319-00003,ATAPL-69319-00003,,,LEVELWIND HOUSING WELDMENT,LEVELWIND HOUSING WELDMENT,APL/UW,69319,3,N/A,20140815,17000,
ATAPL-69319-00004,ATAPL-69319-00004,,,LEVELWIND HOUSING WELDMENT,LEVELWIND HOUSING WELDMENT,APL/UW,69319,4,N/A,20140922,17000,
