OOI BARCODE,DESCRIPTION OF EQUIPMENT,QUANT,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,Source of the Equipment/Award No. or PO No.,Whether Title Vests in Recipient or Federal Gov,LOCATION,ROOM NUMBER/CUSTODY,COND.,ACQUISITION DATE,ORIGINAL COST,PERCENTAGE OF FEDERAL PARTICIPATION,comments,primary_tag_date,primary_tag_organization,primary_institute_asset_tag,secondary_tag_date,second_tag_organization,institute_asset_tag,doi_tag_date,doi_tag_organization,doi_institute_asset_tag
A00127,CTDBP SERIES C (C-16PLUSV2),1,SEA-BIRD ELECTRONICS,C-16PLUSV2,16P71879-7241,2.5,J100036,WHOI,UNV,OSU,A,20121227,11150,100%,,20121227,WHOI,115207,12/27/2012,OSU,325120,9/4/2015,DOI,
A00128,CTDBP SERIES C (C-16PLUSV2),1,SEA-BIRD ELECTRONICS,C-16PLUSV2,16P71879-7242,,J100036,WHOI,UNV,OSU,A,20121227,11150,100%,,20121227,WHOI,115208,12/27/2012,OSU,325121,9/4/2015,DOI,
A00129,CTDBP SERIES C (C-16PLUSV2),1,SEA-BIRD ELECTRONICS,C-16PLUSV2,16P71879-7243,,J100036,WHOI,UNV,OSU,A,20121227,11150,100%,,20121227,WHOI,115209,12/27/2012,OSU,325122,9/4/2015,DOI,
A00130,OPTAA SERIES D (AC-S),1,Wet Labs,AC-S,ACS-127,,J100029,WHOI,UNV,OSU,A,20121228,37830,100%,,20121228,WHOI,115216,12/28/2012,OSU,325136,9/4/2015,DOI,
A00131,OPTAA SERIES D (AC-S),1,Wet Labs,AC-S,ACS-128,,J100029,WHOI,UNV,OSU,A,20121228,37830,100%,,20121228,WHOI,115217,12/28/2012,OSU,325137,9/4/2015,DOI,
A00132,CTDBP SERIES D (D-16PLUSV2),1,SEA-BIRD ELECTRONICS,D-16PLUSV2,16P71879-7239,2.5,J100036,WHOI,LOSO,HIBA,A,20130108,11150,100%,,20130108,WHOI,115220,,,,9/4/2015,DOI,
A00133,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10226,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115222,1/11/2013,SIO,136080133,9/4/2015,DOI,
A00134,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10227,,J100027,WHOI,LOSO,202,A,20121214,6400,100%,,20121214,WHOI,115223,1/11/2013,SIO,136080134,9/4/2015,DOI,
A00135,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10228,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115224,1/11/2013,SIO,136080135,9/4/2015,DOI,
A00136,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,SBE 37M,37-10229,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115225,1/11/2013,SIO,136080136,9/4/2015,DOI,
A00137,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10252,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115226,1/11/2013,SIO,136080137,9/4/2015,DOI,
A00138,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10253,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115227,1/11/2013,SIO,136080138,9/4/2015,DOI,
A00139,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10254,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115228,1/11/2013,SIO,136080139,9/4/2015,DOI,
A00140,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10255,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115229,1/11/2013,SIO,136080140,9/4/2015,DOI,
A00141,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10256,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115230,1/11/2013,SIO,136080141,9/4/2015,DOI,
A00142,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10257,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115231,1/11/2013,SIO,136080142,9/4/2015,DOI,
A00143,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10258,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115232,1/11/2013,SIO,136080143,9/4/2015,DOI,
A00144,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10259,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115233,1/11/2013,SIO,136080144,9/4/2015,DOI,
A00145,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10260,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115234,1/11/2013,SIO,136080145,9/4/2015,DOI,
A00146,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10261,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115235,1/11/2013,SIO,136080146,9/4/2015,DOI,
A00147,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10262,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115236,1/11/2013,SIO,136080147,9/4/2015,DOI,
A00148,CTDMO SERIES G (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10263,,J100027,WHOI,ATS,SEA,A,20121214,6400,100%,,20121214,WHOI,115237,1/11/2013,SIO,136080148,9/4/2015,DOI,
A00149,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10264,,J100027,WHOI,LOSO,202,A,20121214,6400,100%,,20121214,WHOI,115238,1/14/2013,SIO,136080149,9/4/2015,DOI,
A00150,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10265,,J100027,WHOI,LOSO,202,A,20131214,6400,100%,,20131214,WHOI,115239,11/1/2013,SIO,136080150,9/4/2015,DOI,
A00151,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10266,,J100027,WHOI,LOSO,202,A,20121214,6400,100%,,20121214,WHOI,115240,1/11/2013,SIO,136080151,9/4/2015,DOI,
A00152,CTDMO SERIES H (37IM),1,SEA-BIRD ELECTRONICS,SBE-37M,37-10267,,J100027,WHOI,LOSO,202,A,20121214,6400,100%,,20121214,WHOI,115241,1/11/2013,SIO,136080152,9/4/2015,DOI,
A00153,FLORT SERIES D (ECO TRIPLET-W),1,Wet Labs,BBFL2W ECO TRIPLET-W,1004,,J100028,WHOI,ATS,SEA,A,20121107,12634.25,100%,,20121107,WHOI,115244,2/13/2014,SIO,136080153,9/4/2015,DOI,
A00154,FLORT SERIES D (ECO TRIPLET-W),1,Wet Labs,BBFL2W ECO TRIPLET-W,1005,,J100028,WHOI,LOSO,202,A,20121107,12634.25,100%,,20121107,WHOI,115245,2/13/2014,SIO,136080154,9/4/2015,DOI,
A00155,FLORT SERIES D (ECO TRIPLET-W),1,Wet Labs,BBFL2W ECO TRIPLET-W,1003,,J100028,WHOI,LOSO,202,A,20121107,12634.25,100%,,20121107,WHOI,115246,2/13/2014,SIO,136080155,9/4/2015,DOI,
A00156,CTDBP SERIES O (O-16PLUSV2),1,SEA-BIRD ELECTRONICS,O-16PLUSV2,16P71176-3231,,J100019,WHOI,UNV,OSU,A,20121203,18250,100%,OSU reports S/N 16P7116-7231,20121203,WHOI,115253,12/3/2012,OSU,325159,9/4/2015,DOI,
A00157,CTDBP SERIES N (N-16PLUSV2),1,SEA-BIRD ELECTRONICS,N-16PLUSV2,1697116-3230,,J100019,WHOI,UNV,OSU,A,20121203,17500,100%,OSU reports S/N 16P7116-7230,20121203,WHOI,115254,12/3/2012,OSU,325160,9/4/2015,DOI,
A00158,COASTAL GLIDER 200M,1,TELEDYNE WEBB RESEARCH,CSG-0200,326,,J100005A,WHOI,UNV,OSU,A,20121228,186935,100%,,20121228,WHOI,115255,12/28/2012,OSU,325162,,,
A00159,COASTAL GLIDER 200M,1,TELEDYNE WEBB RESEARCH,CSG-0200,327,,J100005A,WHOI,UNV,OSU,A,20121228,186935,100%,,20121228,WHOI,115256,12/28/2012,OSU,325163,,,
A00160,PHSEN SERIES F (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0079,,J100025,WHOI,ATS,SEA,A,20130115,18947,100%,,20130115,WHOI,115257,1/25/2013,SIO,136080160,9/4/2015,DOI,
A00161,PHSEN SERIES F (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0080,,J100025,WHOI,ATS,SEA,A,20130115,18947,100%,,20130115,WHOI,115258,1/25/2013,SIO,136080161,9/4/2015,DOI,
A00162,PHSEN SERIES F (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0081,,J100025,WHOI,LOSO,202,A,20130115,18947,100%,,20130115,WHOI,115259,1/25/2013,SIO,136080162,9/4/2015,DOI,
A00163,CTDBP SERIES O (O-16PLUSV2),1,SEA-BIRD ELECTRONICS,O-16PLUSV2,16P71879-7249,,J100036,WHOI,UNV,OSU,A,20130115,18250,100%,,20130115,WHOI,115269,1/15/2013,OSU,325157,9/4/2015,DOI,
A00164,CTDBP SERIES N (N-16PLUSV2),1,SEA-BIRD ELECTRONICS,N-16PLUSV2,16P71879-7248,,J100036,WHOI,UNV,OSU,A,20130115,17550,100%,,20130115,WHOI,115270,1/15/2013,OSU,325158,9/4/2015,DOI,
A00165,PRESF SERIES B (26PLUS),1,SEA-BIRD ELECTRONICS,26PLUS,26P71826-1352,,J100034,WHOI,LOSO,HIBA,A,20130124,13450,100%,,20130124,WHOI,115275,,,,9/4/2015,DOI,
A00166,DOSTA SERIES D (AADI 4831),1,AANDERAA,4831,130,4.5.7,J100026,WHOI,LOSO,202,A,20130124,5258.25,100%,,20130124,WHOI,115276,,,,9/4/2015,DOI,
A00167,DOSTA SERIES D (AADI 4831),1,AANDERAA,4831,131,4.5.7,J100026,WHOI,LOSO,HIBA,A,20130124,5258.25,100%,,20130124,WHOI,115277,,,,9/4/2015,DOI,
A00168,DOSTA SERIES D (AADI 4831),1,AANDERAA,4831,132,4.5.7,J100026,WHOI,LOSO,HIBA,A,20130124,5258.25,100%,,20130124,WHOI,115278,,,,9/4/2015,DOI,
A00169,DOSTA SERIES D (AADI 4831),1,AANDERAA,4831,127,,J100026,WHOI,LOSO,202,A,20130124,5258.25,100%,,20130124,WHOI,115280,2/4/2013,SIO,136080170,9/4/2015,DOI,
A00170,DOSTA SERIES D (AADI 4831),1,AANDERAA,4831,128,,J100026,WHOI,LOSO,202,A,20130124,5258.25,100%,,20130124,WHOI,115281,2/4/2013,SIO,136080169,9/4/2015,DOI,
A00171,DOSTA SERIES D (AADI 4831),1,AANDERAA,4831,133,,J100026,WHOI,UNV,OSU,A,20130124,5258.25,100%,,20130124,WHOI,115282,1/24/2013,OSU,325172,9/4/2015,DOI,
A00172,DOSTA SERIES D (AADI 4831),1,AANDERAA,4831,134,,J100026,WHOI,UNV,OSU,A,20130124,5258.25,100%,,20130124,WHOI,115283,1/24/2013,OSU,325173,9/4/2015,DOI,
A00173,DOSTA SERIES D (AADI 4831),1,AANDERAA,4831,135,,J100026,WHOI,UNV,OSU,A,20130124,5258.25,100%,,20130124,WHOI,115284,1/24/2013,OSU,325174,9/4/2015,DOI,
A00174,DOSTA SERIES D (AADI 4831),1,AANDERAA,4831,136,,J100026,WHOI,UNV,OSU,A,20130124,5258.25,100%,,20130124,WHOI,115285,1/24/2013,OSU,325175,9/4/2015,DOI,
A00175,DOSTA SERIES D (AADI 4831),1,AANDERAA,4831,137,,J100026,WHOI,UNV,OSU,A,20130124,5258.25,100%,,20130124,WHOI,115286,1/24/2013,OSU,325176,9/4/2015,DOI,
A00176,DOSTA SERIES D (AADI 4831),1,AANDERAA,4831,126,,J100038,WHOI,ATS,SEA,A,20130128,5258.25,100%,,20130128,WHOI,115287,2/4/2013,SIO,136080176,9/4/2015,DOI,
A00177,DOSTA SERIES D (AADI 4831),1,AANDERAA,4831,129,,J100038,WHOI,LOSO,202,A,20130128,5258.25,100%,,20130128,WHOI,115288,2/4/2013,SIO,136080177,9/4/2015,DOI,
A00178,OPTAA SERIES D (AC-S),1,Wet Labs,AC-S,ACS-129,1.1,J100029,WHOI,LOSO,HIBA,A,20130129,37830,100%,,20130129,WHOI,115289,,,,9/4/2015,DOI,
A00179,OPTAA SERIES D (AC-S),1,Wet Labs,AC-S,ACS-130,1.1,J100029,WHOI,ATS,SEA,A,20150604,37830,100%,,20150604,WHOI,115290,,,,9/4/2015,DOI,
A00180,COASTAL GLIDER 200M,1,TELEDYNE WEBB RESEARCH,ASSY 4335-200,335,,J100005A,WHOI,LOSO,202,AC,20130125,186935,100%,Missing from inventory,20130125,WHOI,,,,,,,
A00181,COASTAL GLIDER 1000M,1,TELEDYNE WEBB RESEARCH,ASSY 4335-1000,336,,J100005A,WHOI,LOSO,202,A,20130125,186935,100%,,20130125,WHOI,115292,,,,,,
A00182,ADCP SERIES J (WHLS75-1500),1,TELEDYNE RDI,WHLS75-1500,18976,50.4,J100040,WHOI,LOSO,103,A,20130125,51941.25,100%,,20130125,WHOI,115293,,,,9/4/2015,DOI,
A00183,METBK CTD MODULE,1,SEA-BIRD ELECTRONICS,SBE-37SM,37-11116,,D100188,WHOI,ATS,SEA,A,20150604,5816,100%,,20150604,WHOI,115294,,,,9/4/2015,DOI,
A00184,METBK HRH MODULE,1,STAR ENGINEERING,ABS102-HRH,HRH260,,J100021,WHOI,LOSO,HIBA,A,20121226,8050,100%,,20121226,WHOI,115296,,,,9/4/2015,DOI,
A00185,METBK BPR MODULE,1,STAR ENGINEERING,ABS106-BPR,BPR237,,J100021,WHOI,ATS,SEA,A,20150604,7200,100%,,20150604,WHOI,115297,,,,9/4/2015,DOI,
A00186,METBK PRC MODULE,1,STAR ENGINEERING,ABS103-PRC,PRC231,,J100021,WHOI,ATS,SEA,A,20121226,8200,100%,,20121226,WHOI,115298,,,,9/4/2015,DOI,
A00187,METBK WND MODULE,1,STAR ENGINEERING,ABS101-SWND,SWND229,,J100021,WHOI,LOSO,HIBA,A,20121226,12250,100%,,20121226,WHOI,115299,,,,9/4/2015,DOI,
A00188,METBK SWR MODULE,1,STAR ENGINEERING,ABS105-SWR,SWR242,,J100021,WHOI,LOSO,HIBA,A,20121226,11200,100%,,20121226,WHOI,115300,,,,9/4/2015,DOI,
A00189,METBK LWR MODULE,1,STAR ENGINEERING,ABS104-LWR,LWR240,,J100021,WHOI,LOSO,HIBA,AC,20121226,11600,100%,,20121226,WHOI,115301,,,,9/4/2015,DOI,
A00190,METBK CTD MODULE,1,STAR ENGINEERING,37SM,37-10137,,J100021,WHOI,ATS,,F,20130131,5816,100%,Missing from inventory,20130131,WHOI,,,,,9/4/2015,DOI,
A00191,METBK HRH MODULE,1,STAR ENGINEERING,ABS102-HRH,HRH261,,J100021,WHOI,LOSO,HIBA,A,20121226,8050,100%,,20121226,WHOI,115303,,,,9/4/2015,DOI,
A00192,METBK BPR MODULE,1,STAR ENGINEERING,ABS106-BPR,BPR238,,J100021,WHOI,ATS,SEA,A,20150604,7200,100%,,20150604,WHOI,115304,,,,9/4/2015,DOI,
A00193,METBK PRC MODULE,1,STAR ENGINEERING,ABS103-PRC,PRC233,,J100021,WHOI,LOSO,202,A,20121226,8200,100%,,20121226,WHOI,115305,,,,9/4/2015,DOI,
A00194,METBK WND MODULE,1,STAR ENGINEERING,ABS101-SWND,SWND230,,J100021,WHOI,ATS,SEA,A,20150604,12250,100%,,20150604,WHOI,115306,,,,9/4/2015,DOI,
A00195,METBK SWR MODULE,1,STAR ENGINEERING,ABS105-SWR,SWR243,,J100021,WHOI,LOSO,HIBA,A,20121226,11200,100%,,20121226,WHOI,115307,,,,9/4/2015,DOI,
A00196,METBK LWR MODULE,1,STAR ENGINEERING,ABS104-LWR,LWR241,,J100021,WHOI,LOSO,102,A,20150604,11600,100%,,20150604,WHOI,115308,,,,9/4/2015,DOI,
A00197,METBK CTD MODULE,1,STAR ENGINEERING,SBE-37SM,37-10138,,J100021,WHOI,LOSO,202,A,20121226,5816,100%,,20121226,WHOI,115309,,,,9/4/2015,DOI,
A00198,METBK HRH MODULE,1,STAR ENGINEERING,ABS102-HRH,HRH262,,J100021,WHOI,ATS,SEA,A,20121231,8050,100%,,20121231,WHOI,115310,,,,9/4/2015,DOI,
A00199,METBK BPR MODULE,1,STAR ENGINEERING,ABS106-BPR,BPR239,,J100021,WHOI,ATS,SEA,A,20150604,7200,100%,,20150604,WHOI,115311,,,,9/4/2015,DOI,
A00200,METBK PRC MODULE,1,STAR ENGINEERING,ABS103-PRC,PRC232,,J100021,WHOI,ATS,SEA,A,20121231,8200,100%,,20121231,WHOI,115312,,,,9/4/2015,DOI,
A00201,METBK WND MODULE,1,STAR ENGINEERING,ABS101-SWND,SWND231,,J100021,WHOI,LOSO,202,A,20121231,12250,100%,,20121231,WHOI,115313,,,,9/4/2015,DOI,
A00202,METBK SWR MODULE,1,STAR ENGINEERING,ABS105-SWR,SWR244,,J100021,WHOI,LOSO,202,A,20121231,11200,100%,,20121231,WHOI,115314,,,,9/4/2015,DOI,
A00203,METBK LWR MODULE,1,STAR ENGINEERING,ABS104-LWR,LWR242,,J100021,WHOI,LOSO,202,AC,20121231,11600,100%,,20121231,WHOI,115315,,,,9/4/2015,DOI,
A00204,METBK CTD MODULE,1,STAR ENGINEERING,37SM,37-10139,,J100021,WHOI,ATS,,F,20130131,5816,100%,Missing from inventory,20130131,WHOI,,,,,9/4/2015,DOI,
A00205,ADCP SERIES F (WHS150-1500),1,TELEDYNE RDI,WHS150-1500,19221,50.4,J100040,WHOI,ATS,SEA,A,20130131,37263.75,100%,,20130131,WHOI,115317,,,,9/4/2015,DOI,
A00206,OPTAA SERIES C (AC-S DEEP),1,Wet Labs,AC-S DEEP,ACS-124,,J100029,WHOI,UNV,OSU,A,20121203,41710,100%,,20121203,WHOI,115318,12/3/2012,OSU,325186,9/4/2015,DOI,
A00207,METBK CTD MODULE,1,STAR ENGINEERING,SBE-37SM,37SM61212-8028,,E113961,WHOI,LOSO,103,A,20101122,5816,100%,,20101122,WHOI,115319,,,,9/4/2015,DOI,
A00208,ACOUSTIC RELEASE,1,EdgeTech,8242XC,45266,,J100046,WHOI,ATS,SEA,A,20130204,11070,100%,,20130204,WHOI,115322,,SIO,,,,
A00209,ACOUSTIC RELEASE (SIO),1,EdgeTech,8242XS,45267,,J100046,WHOI,LOSO,202,A,20130204,11070,100%,,20130204,WHOI,115323,2/4/2013,SIO,,,,
A00210,ACOUSTIC RELEASE (SIO),1,EdgeTech,8242XS,45268,,J100046,WHOI,ATS,SEA,A,20130204,11070,100%,,20130204,WHOI,115324,2/4/2013,SIO,,,,
A00211,ACOUSTIC RELEASE (SIO),1,EdgeTech,8242XS,45269,,J100046,WHOI,ATS,SEA,A,20130204,11070,100%,,20130204,WHOI,115325,2/4/2013,SIO,,,,
A00212,ACOUSTIC RELEASE (SIO),1,EdgeTech,8242XS,45270,,J100046,WHOI,LOSO,202,A,20130204,11070,100%,,20130204,WHOI,115326,2/4/2013,SIO,,,,
A00213,ACOUSTIC RELEASE (SIO),1,EdgeTech,8242XS,45271,,J100046,WHOI,ATS,SEA,A,20130204,11070,100%,,20130204,WHOI,115327,2/4/2013,SIO,,,,
A00214,ACOUSTIC RELEASE  (SIO),1,EdgeTech,8242XS,45272,,J100046,WHOI,LOSO,202,A,20130204,11070,100%,,20130204,WHOI,115328,2/4/2013,SIO,,,,
A00215,ACOUSTIC RELEASE  (SIO),1,EdgeTech,8242XS,45273,,J100046,WHOI,ATS,SEA,A,20130204,11070,100%,,20130204,WHOI,115329,2/4/2013,SIO,,,,
A00216,ACOUSTIC RELEASE (SIO),1,EdgeTech,8242XS,45274,,J100046,WHOI,ATS,SEA,A,20130204,11070,100%,,20130204,WHOI,115330,2/4/2013,SIO,,,,
A00217,ACOUSTIC RELEASE (SIO),1,EdgeTech,8242XS,45275,,J100046,WHOI,ATS,SEA,A,20130204,11070,100%,,20130204,WHOI,115331,2/4/2013,SIO,,,,
A00218,FLORT SERIES D (ECO TRIPLET-W),1,Wet Labs,BBFL2W ECO TRIPLET-W,995,,J100028,WHOI,UNV,OSU,A,20121107,12634.25,100%,,20121107,WHOI,115136,12/12/2012,OSU,325170,9/4/2015,DOI,
A00219,FLORT SERIES D (ECO TRIPLET-W),1,Wet Labs,BBFL2W ECO TRIPLET-W,996,,J100028,WHOI,UNV,OSU,A,20121107,12634.25,100%,,20121107,WHOI,115137,12/12/2012,OSU,325171,9/4/2015,DOI,
A00220,PCO2A SERIES A (PCO2/ATM-50A),1,PRO-OCEANUS,PCO2ATM-50A,33-154-50A,50.4,J100032,WHOI,LOSO,HIBA,A,20130207,28732,100%,,20130207,WHOI,115332,,,,9/4/2015,DOI,
A00221,ADCP SERIES I (WHLM75-1500),1,TELEDYNE RDI,WHLM75-1500,18919,,J100040,WHOI,UNV,OSU,A,20130122,49395.25,100%,,20130122,WHOI,115334,1/22/2013,OSU,325198,9/4/2015,DOI,
A00222,ADCP SERIES J (WHLS75-1500),1,TELEDYNE RDI,WHLS75-1500,19061,,J100040,WHOI,UNV,OSU,A,20130122,51941.25,100%,,20130122,WHOI,115335,1/22/2013,OSU,325199,9/4/2015,DOI,
A00223,ADCP SERIES J (WHLS75-1500),1,TELEDYNE RDI,WHLS75-1500,18978,,J100040,WHOI,UNV,OSU,A,20130122,51941.25,100%,,20130122,WHOI,115336,1/22/2013,OSU,325200,9/4/2015,DOI,
A00224,MOORING STRETCH HOSE TEST,1,WHOI,STRETCH HOSE,ECR1301-00881,,FABRICAT,WHOI,LOSO,HIBA,A,20121114,46633.5,100%,,20121114,WHOI,115340,,,,,,
A00225,MOORING ENDURANCE WA OFFSHORE,1,WHOI,CE09OPSM,CE09OSPM-00001,,WIP,WHOI,UNV,OSU,A,20130218,128097.83,100%,,20130218,WHOI,115341,2/18/2013,OSU,326875,,,
A00226,MOORING ENDURANCE WA LP,1,WHOI,CE06ISSM,CE06ISSM-00001,,WIP,WHOI,UNV,OSU,A,20130218,327912.39,100%,,20130218,WHOI,115342,2/18/2013,OSU,326877,,,
A00227,MOORING ENDURANCE OR LP,1,WHOI,CE01ISSM,CE01ISSM-00001,,WIP,WHOI,UNV,OSU,A,20130218,318795.53,100%,,20130218,WHOI,115343,,,,,,
A00228,MOORING PIONEER CENTRAL SURFAC,1,WHOI,CP01CNSM,CP01CNSM-00001,,WIP,WHOI,ATS,SEA,A,20130218,280424.81,100%,,20130218,WHOI,115344,,,,,,
A00229,MOORING PIONEER UPSTREAM OFFSH,1,WHOI,CP02PMUO,CP02PMUO-00002,,FAB #47,WHOI,ATS,SEA,A,20130218,110911.35,100%,,20130218,WHOI,115345,,,,,,
A00230,MOORING PIONEER UPSTREAM INSHO,1,WHOI,CP02PMUI,CP02PMUI-00001,,FAB #46,WHOI,ATS,SEA,A,20130218,110911.35,100%,,20130218,WHOI,115346,,,,,,
A00231,MOORING PIONEER CENTRAL OFFSHO,1,WHOI,CP02PMCO,CP02PMCO-00001,,WIP,WHOI,ATS,SEA,A,20130218,110911.35,100%,,20130218,WHOI,115347,,,,,,
A00232,MOORING PIONEER CENTRAL INSHOR,1,WHOI,CP02PMCI,CP02PMCI-00001,,WIP,WHOI,ATS,SEA,A,20130218,110911.35,100%,,20130218,WHOI,115348,,,,,,
A00233,MOORING PIONEER OFFSHORE WFP,1,WHOI,CP04OSPM,CP04OSPM-00001,,WIP,WHOI,ATS,SEA,A,20130218,110911.35,100%,,20130218,WHOI,115349,,,,,,
A00234,ADCP SERIES G (WHS150-1500),1,TELEDYNE RDI,WHS150-1500I,19151,50.4,J100040,WHOI,LOSO,HIBA,A,20130220,42773.75,100%,,20130220,WHOI,115350,,,,9/4/2015,DOI,
A00235,ADCP SERIES G (WHS150-1500),1,TELEDYNE RDI,WHS150-1500I,18596,50.4,J100040,WHOI,LOSO,HIBA,A,20130220,42773.75,100%,,20130220,WHOI,115351,,,,9/4/2015,DOI,
A00236,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 8381,,J100033,WHOI,UNV,OSU,A,20121217,8500,100%,,20121217,WHOI,114626,12/17/2012,OSU,325235,9/4/2015,DOI,
A00237,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 8539,,J100033,WHOI,UNV,OSU,A,20121217,8500,100%,,20121217,WHOI,114628,12/17/2012,OSU,325236,9/4/2015,DOI,
A00238,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP-300M,AQD 8399,,J100033,WHOI,UNV,OSU,A,20121217,8500,100%,,20121217,WHOI,115352,12/17/2012,OSU,325237,9/4/2015,DOI,
A00239,VELPT SERIES A (AQUADOPP 300M),1,NORTEK,AQUADOPP 300M,AQD 8535,,J100033,WHOI,UNV,OSU,A,20121217,8500,100%,,20121217,WHOI,115353,12/17/2012,OSU,325238,9/4/2015,DOI,
A00240,ADCP SERIES A (WHS600-500),1,TELEDYNE RDI,WHS600-500,19016,,J100041,WHOI,UNV,OSU,A,20121219,21577.5,100%,,20121219,WHOI,115354,12/19/2012,OSU,325229,9/4/2015,DOI,
A00241,ADCP SERIES A (WHS600-500),1,TELEDYNE RDI,WHS600-500,19024,,J100041,WHOI,UNV,OSU,A,20121219,21577.5,100%,,20121219,WHOI,115355,12/19/2012,OSU,325230,9/4/2015,DOI,
A00243,ADCP SERIES C (WHS300-500),1,TELEDYNE RDI,WHS300-500,19000,,J100041,WHOI,UNV,OSU,A,20121219,23895,100%,,20121219,WHOI,115357,12/19/2012,OSU,325232,9/4/2015,DOI,
A00244,ADCP SERIES C (WHS300-500),1,TELEDYNE RDI,WHS300-500,19002,,J100041,WHOI,UNV,OSU,A,20121219,23895,100%,,20121219,WHOI,115358,12/19/2012,OSU,325233,9/4/2015,DOI,
A00245,ADCP SERIES M (WHS600-500),1,TELEDYNE RDI,WHS600-500,19023,,J100041,WHOI,UNV,OSU,A,20121219,24882,100%,,20121219,WHOI,115359,12/19/2012,OSU,325234,9/4/2015,DOI,
A00246,VEL3D SERIES C (VECTOR),1,NORTEK,VECTOR,8167,,J100037,WHOI,UNV,OSU,A,20130109,15960,100%,,20130109,WHOI,115360,1/9/2013,OSU,325227,9/4/2015,DOI,
A00247,VEL3D SERIES D (VECTOR W/PROLOG),1,NORTEK,VECTOR,8158,,J100037,WHOI,UNV,OSU,A,20130109,19515,100%,,20130109,WHOI,115361,1/9/2013,OSU,325228,9/4/2015,DOI,
A00248,PRESF SERIES A (26PLUS),1,SEA-BIRD ELECTRONICS,SBE-26PLUS,26P71826-1351,,J100034,WHOI,UNV,OSU,A,20130123,13450,100%,,20130123,WHOI,115362,1/23/2013,OSU,325239,9/4/2015,DOI,
A00249,PHSEN SERIES D (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0072,,J100015,WHOI,UNV,OSU,A,20121105,18375,100%,,20121105,WHOI,115363,11/5/2012,OSU,325226,9/4/2015,DOI,
A00250,PHSEN SERIES D (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0084,,J100039,WHOI,UNV,OSU,A,20130225,9372.5,100%,,20130225,WHOI,115365,2/25/2013,OSU,325262,9/4/2015,DOI,
